content_id,title,file,line,risk_level,suggestion,auto_fix_possible
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,body,MEDIUM,动态事实关键词 'transit'：需核对最新官方信息并注明日期,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,body,MEDIUM,动态事实关键词 'policy'：需核对最新官方信息并注明日期,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,body,MEDIUM,动态事实关键词 'hours'：需核对最新官方信息并注明日期,no
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,body,MEDIUM,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,no
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,body,MEDIUM,动态事实关键词 'passport'：需核对最新官方信息并注明日期,no
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,L67,MEDIUM,价格/时间/营业信息: '2:00pm'；需注明更新日期,no
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,L69,MEDIUM,价格/时间/营业信息: '2:00pm'；需注明更新日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'prices'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'price'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'open'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'cost'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'fee'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'fees'：需核对最新官方信息并注明日期,no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,body,MEDIUM,动态事实关键词 'open'：需核对最新官方信息并注明日期,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,body,MEDIUM,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,body,MEDIUM,动态事实关键词 'fare'：需核对最新官方信息并注明日期,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,body,MEDIUM,动态事实关键词 'fees'：需核对最新官方信息并注明日期,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,body,MEDIUM,动态事实关键词 'hours'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'charge'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'cost'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'transit'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'policy'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'fee'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'rules'：需核对最新官方信息并注明日期,no
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,body,MEDIUM,动态事实关键词 'fees'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 'prices'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 'cost'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 'transit'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 'rules'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L39,MEDIUM,价格/时间/营业信息: 'Mongols'；需注明更新日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,body,MEDIUM,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,body,MEDIUM,动态事实关键词 'transit'：需核对最新官方信息并注明日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,body,MEDIUM,动态事实关键词 'rules'：需核对最新官方信息并注明日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,body,MEDIUM,动态事实关键词 'prices'：需核对最新官方信息并注明日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,body,MEDIUM,动态事实关键词 'hours'：需核对最新官方信息并注明日期,no
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L109,MEDIUM,价格/时间/营业信息: 'Monthly'；需注明更新日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'prices'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'cost'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'transit'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'fee'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'hours'：需核对最新官方信息并注明日期,no
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,body,MEDIUM,动态事实关键词 'passport'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,body,MEDIUM,动态事实关键词 'visa'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,body,MEDIUM,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,body,MEDIUM,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,body,MEDIUM,动态事实关键词 'transit'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,body,MEDIUM,动态事实关键词 'prices'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,body,MEDIUM,动态事实关键词 'hours'：需核对最新官方信息并注明日期,no
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L65,MEDIUM,价格/时间/营业信息: 'Monthly'；需注明更新日期,no
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,body,MEDIUM,动态事实关键词 'prices'：需核对最新官方信息并注明日期,no
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,body,MEDIUM,动态事实关键词 'open'：需核对最新官方信息并注明日期,no
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,body,MEDIUM,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,no
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,body,MEDIUM,动态事实关键词 'cost'：需核对最新官方信息并注明日期,no
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,body,MEDIUM,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,no
