content_id,title,file,line,risk_level,suggestion,auto_fix_possible
cbt-707a8899c0a7,Can Foreigners Use WeChat Pay in China? (2026 Guide) — Foreigners Payment Setup,2026-05-22-how-to-use-wechat-pay-as-a-foreigner.md,L115,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-707a8899c0a7,Can Foreigners Use WeChat Pay in China? (2026 Guide) — Foreigners Payment Setup,2026-05-22-how-to-use-wechat-pay-as-a-foreigner.md,L154,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-707a8899c0a7,Can Foreigners Use WeChat Pay in China? (2026 Guide) — Foreigners Payment Setup,2026-05-22-how-to-use-wechat-pay-as-a-foreigner.md,L48,HIGH,无来源数据: '200 RMB'；标注来源或移除,no
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L17,HIGH,绝对化/无依据描述: 'never'；补充来源或弱化语气,yes
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L117,HIGH,绝对化/无依据描述: 'Always'；补充来源或弱化语气,yes
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L124,HIGH,绝对化/无依据描述: 'Always'；补充来源或弱化语气,yes
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L139,HIGH,绝对化/无依据描述: 'Cheapest'；补充来源或弱化语气,yes
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L23,HIGH,"无来源数据: '42,'；标注来源或移除",no
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L23,HIGH,无来源数据: '000km'；标注来源或移除,no
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L23,HIGH,无来源数据: '300km'；标注来源或移除,no
cbt-cc4549872c92,How to Book China High-Speed Train Tickets (2026) — Booking & Logistics,2026-05-25-china-high-speed-rail-how-to-book-tickets.md,L25,HIGH,无来源数据: '800km'；标注来源或移除,no
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L22,HIGH,绝对化/无依据描述: 'absolutely'；补充来源或弱化语气,yes
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L30,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L47,HIGH,绝对化/无依据描述: 'never'；补充来源或弱化语气,yes
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L61,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L97,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L114,HIGH,绝对化/无依据描述: 'The only'；补充来源或弱化语气,yes
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L35,HIGH,无来源数据: '5km'；标注来源或移除,no
cbt-302467d853db,Shanghai 48-Hour Guide: Bund & French Concession,2026-05-25-shanghai-bund-french-concession-2-day-guide.md,L103,HIGH,无来源数据: '15 RMB'；标注来源或移除,no
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi",2026-05-26-7-day-china-itinerary-beijing-xian-shanghai-first-timers.md,L43,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi",2026-05-26-7-day-china-itinerary-beijing-xian-shanghai-first-timers.md,L56,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi",2026-05-26-7-day-china-itinerary-beijing-xian-shanghai-first-timers.md,L26,HIGH,无来源数据: '70km'；标注来源或移除,no
cbt-c885da2cf5d9,"7-Day China Itinerary: Beijing, Xi",2026-05-26-7-day-china-itinerary-beijing-xian-shanghai-first-timers.md,L53,HIGH,无来源数据: '14km'；标注来源或移除,no
cbt-277de627eb2d,Hangzhou Travel Guide: West Lake & Tea Culture,2026-05-26-hangzhou-west-lake-tea-culture-g20-guide.md,L60,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-277de627eb2d,Hangzhou Travel Guide: West Lake & Tea Culture,2026-05-26-hangzhou-west-lake-tea-culture-g20-guide.md,L24,HIGH,无来源数据: '40 billion'；标注来源或移除,no
cbt-277de627eb2d,Hangzhou Travel Guide: West Lake & Tea Culture,2026-05-26-hangzhou-west-lake-tea-culture-g20-guide.md,L88,HIGH,无来源数据: '1 yuan'；标注来源或移除,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L12,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L18,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L18,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L18,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L20,HIGH,无来源数据: '800 RMB'；标注来源或移除,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L22,HIGH,无来源数据: '30 RMB'；标注来源或移除,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L23,HIGH,无来源数据: '150 RMB'；标注来源或移除,no
cbt-673e981fe6f2,Is China Safe for Tourists in 2026? Honest Guide,2026-05-26-is-china-safe-for-tourists-2026-honest-assessment.md,L24,HIGH,无来源数据: '60 RMB'；标注来源或移除,no
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,L21,HIGH,绝对化/无依据描述: 'never'；补充来源或弱化语气,yes
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,L71,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-6f28480baea0,Chinese Train Stations: Survival Guide for Travelers,2026-05-27-how-to-survive-chinese-train-station.md,L101,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L39,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L57,HIGH,绝对化/无依据描述: 'the only'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L80,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L84,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L96,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L99,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L73,HIGH,"无来源数据: '10,'；标注来源或移除",no
cbt-e464169c4991,Chinese Food Delivery: Meituan & Ele.me Guide,2026-05-28-chinese-food-delivery-meituan-eleme-guide.md,L185,HIGH,无来源数据: '15 RMB'；标注来源或移除,no
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,L89,HIGH,绝对化/无依据描述: 'The only'；补充来源或弱化语气,yes
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,L107,HIGH,绝对化/无依据描述: 'absolutely'；补充来源或弱化语气,yes
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,L116,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-abb64a856c29,PayPal + Alipay + WeChat Pay: What It Means for You,2026-05-29-paypal-alipay-wechat-pay-qr-code-support.md,L131,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,L54,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,L56,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,L112,HIGH,绝对化/无依据描述: 'Always'；补充来源或弱化语气,yes
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,L133,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,L137,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-73f33c49bc51,China Tourist Visa Guide: How to Apply in 2026 — 2026 China Visa & 144-Hour Visa-Free Transit Explained,2026-06-02-ultimate-guide-to-china-visa-for-tourists.md,L193,HIGH,绝对化/无依据描述: 'Always'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L25,HIGH,绝对化/无依据描述: 'never'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L52,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L56,HIGH,绝对化/无依据描述: 'the only'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L56,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L65,HIGH,绝对化/无依据描述: 'cheapest'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L83,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L84,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-558f85f45e9a,Great Wall of China: History Beyond the Tourist Trail,2026-06-19-the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide.md,L90,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L60,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L81,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L105,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L107,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L124,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-698862ce2129,"Chinese Tea Culture: History, Types & Ceremony",2026-06-22-chinese-tea-culture-history-types-and-tea-ceremony-guide.md,L125,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L23,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L23,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L47,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L51,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L59,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L91,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L92,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-663ab3f3b0fa,Shanghai Beyond the Bund: Hidden Neighborhoods,2026-06-22-shanghai-beyond-the-bund-hidden-neighborhoods-and-local-culture.md,L115,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L13,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L41,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L41,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L63,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L80,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-550a6e3e929c,Sichuan Hotpot Guide: History & Best Restaurants,2026-06-23-sichuan-hotpot-guide-history-best-restaurants-and-cultural-significance.md,L81,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L46,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L46,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L57,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L62,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L121,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L127,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L140,HIGH,绝对化/无依据描述: 'definitely'；补充来源或弱化语气,yes
cbt-d7747b73c978,Xi,2026-06-30-xian-terracotta-army-history-discovery-and-insider-tips.md,L157,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L16,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L46,HIGH,绝对化/无依据描述: 'the only'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L135,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L143,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L163,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L169,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L169,HIGH,绝对化/无依据描述: 'Cheapest'；补充来源或弱化语气,yes
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md,L199,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L26,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L30,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L37,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L75,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L90,HIGH,绝对化/无依据描述: 'never'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L93,HIGH,绝对化/无依据描述: 'every traveler'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L93,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md,L102,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md,L101,HIGH,绝对化/无依据描述: 'always'；补充来源或弱化语气,yes
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md,L106,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md,L108,HIGH,绝对化/无依据描述: 'best'；补充来源或弱化语气,yes
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md,L120,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md,L135,HIGH,绝对化/无依据描述: 'Best'；补充来源或弱化语气,yes
