social_content_id,content_id,source_article,platform,post_type,caption,visual_requirement,utm,affiliate_flag,scheduled_at,publish_at,impressions,clicks,website_sessions,engaged_sessions,affiliate_clicks,revenue,data_source,status
soc-p32-011,cbt-302467d853db,shanghai-bund-french-concession-2-day-guide,pinterest,tip,"48-Hour Shanghai Itinerary Checklist: Bund & French Concession | Save this checklist for a two-day Shanghai loop.\n\n- Morning: walk the Bund riverfront\n- Afternoon: explore the French Concession\n- Evening: find a rooftop view\n- Next day: choose one neighborhood to wander\n\nSave this checklist for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/shanghai-bund-french-concession-2-day-guide/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-011","Vertical 2:3 checklist pin; use the article cover photo; short bullet list on a clean card; no people; no abstract art.",https://www.chinaboundtravel.com/posts/shanghai-bund-french-concession-2-day-guide/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-011,NO,2026-09-08T01:00:00+00:00,2026-09-08T01:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-012,cbt-302467d853db,shanghai-bund-french-concession-2-day-guide,ig,visual,"Neon across the river. Plane trees over quiet lanes. Shanghai shifts between two moods in a single afternoon.\n\nSave this 48-hour guide for your next stop.\n\nFull guide: https://www.chinaboundtravel.com/posts/shanghai-bund-french-concession-2-day-guide/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-012\n\n#Shanghai #Bund #ChinaTravel","Vertical 4:5 photo or 9:16 story frame; use the article cover photo; minimal text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/shanghai-bund-french-concession-2-day-guide/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-012,NO,2026-09-06T00:30:00+00:00,2026-09-06T00:30:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-013,cbt-bf4ec5e57a07,guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026,pinterest,knowledge,"Guilin & Yangshuo: Complete 2026 Travel Guide | Save this guide to the karst landscape, river views, and a practical itinerary.\n\n- How to build a Guilin-Yangshuo route\n- What to see along the Li River\n- Where to slow down between the peaks\n\nSave this for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-013","Vertical 2:3 pin graphic; use the article cover photo; clean readable text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-013,NO,2026-09-04T00:00:00+00:00,2026-09-04T00:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-014,cbt-bf4ec5e57a07,guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026,pinterest,tip,"Guilin & Yangshuo Trip Planning Checklist | Save this checklist when you plan the route.\n\n- Choose your river experience first\n- Match accommodation to your route\n- Leave one day with no fixed plan\n- Pack for changeable weather\n\nSave this checklist for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-014","Vertical 2:3 checklist pin; use the article cover photo; short bullet list on a clean card; no people; no abstract art.",https://www.chinaboundtravel.com/posts/guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-014,NO,2026-09-09T01:00:00+00:00,2026-09-09T01:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-015,cbt-bf4ec5e57a07,guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026,ig,visual,"Mist over limestone peaks. A slow river between mountains. Guilin and Yangshuo feel like a painting that moves.\n\nSave this guide for the trip you keep planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-015\n\n#Guilin #Yangshuo #ChinaTravel","Vertical 4:5 photo or 9:16 story frame; use the article cover photo; minimal text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-015,NO,2026-09-07T00:30:00+00:00,2026-09-07T00:30:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-016,cbt-34777b6c17c1,zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park,pinterest,knowledge,"Zhangjiajie Guide: Avatar Mountains & Itinerary | Save this guide to the sandstone pillars, viewpoints, and a practical park route.\n\n- How to structure a Zhangjiajie visit\n- Which viewpoints matter most\n- What to wear for uneven stone steps\n\nSave this for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-016","Vertical 2:3 pin graphic; use the article cover photo; clean readable text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-016,NO,2026-09-05T00:00:00+00:00,2026-09-05T00:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-017,cbt-34777b6c17c1,zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park,pinterest,tip,"Zhangjiajie Trip Planning Checklist | Save this checklist before you visit the park.\n\n- Plan the park route before you arrive\n- Choose a base with easy access\n- Pack trail shoes with good grip\n- Allow a rest day between big viewpoints\n\nSave this checklist for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-017","Vertical 2:3 checklist pin; use the article cover photo; short bullet list on a clean card; no people; no abstract art.",https://www.chinaboundtravel.com/posts/zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-017,NO,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-018,cbt-34777b6c17c1,zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park,ig,visual,"Stone pillars rising out of the mist. Walkways that hang between peaks. Zhangjiajie looks like another world because it nearly is.\n\nSave this guide for your China travel list.\n\nFull guide: https://www.chinaboundtravel.com/posts/zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-018\n\n#Zhangjiajie #AvatarMountains #ChinaTravel","Vertical 4:5 photo or 9:16 story frame; use the article cover photo; minimal text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-018,NO,2026-09-08T00:30:00+00:00,2026-09-08T00:30:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-019,cbt-baa2f6fba2f0,accommodation-tips-guide,pinterest,knowledge,"Where to Stay in China: Complete 2026 Guide | Save this accommodation guide for hotels, hostels, guesthouses, and how to choose the right base.\n\n- Match the neighborhood to your itinerary\n- Know what each accommodation type offers\n- Book with clear expectations\n\nSave this for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/accommodation-tips-guide/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-019","Vertical 2:3 pin graphic; use the article cover photo; clean readable text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/accommodation-tips-guide/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-019,NO,2026-09-06T00:00:00+00:00,2026-09-06T00:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-020,cbt-baa2f6fba2f0,accommodation-tips-guide,pinterest,tip,"China Accommodation Decision Checklist | Save this checklist before you book.\n\n- Pick your base before your daily route\n- Compare a central location vs a quieter one\n- Check what your room type includes\n- Keep your booking details in one place\n\nSave this checklist for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/accommodation-tips-guide/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-020","Vertical 2:3 checklist pin; use the article cover photo; short bullet list on a clean card; no people; no abstract art.",https://www.chinaboundtravel.com/posts/accommodation-tips-guide/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-020,NO,2026-09-01T01:00:00+00:00,2026-09-01T01:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-021,cbt-baa2f6fba2f0,accommodation-tips-guide,ig,visual,"Your base shapes your whole trip. The right neighborhood makes every morning easier and every evening calmer.\n\nSave this accommodation guide before you book.\n\nFull guide: https://www.chinaboundtravel.com/posts/accommodation-tips-guide/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-021\n\n#ChinaTravel #Accommodation #TravelPlanning","Vertical 4:5 photo or 9:16 story frame; use the article cover photo; minimal text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/accommodation-tips-guide/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-021,NO,2026-09-09T00:30:00+00:00,2026-09-09T00:30:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-022,cbt-80f6c218ad94,western-sichuan-overland-camping-route,pinterest,knowledge,"Western Sichuan Overland Camping Route: 7 Days | Save this route guide for high passes, grassland campsites, and remote valleys.\n\n- How to structure a Chengdu-to-Litang loop\n- What to prepare for high-altitude driving\n- Why a flexible plan matters on rough roads\n\nSave this for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/western-sichuan-overland-camping-route/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-022","Vertical 2:3 pin graphic; use the article cover photo; clean readable text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/western-sichuan-overland-camping-route/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-022,NO,2026-09-07T00:00:00+00:00,2026-09-07T00:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-023,cbt-80f6c218ad94,western-sichuan-overland-camping-route,pinterest,tip,"Western Sichuan Camping Route Planning Checklist | Save this checklist before you set out.\n\n- Confirm road conditions before each leg\n- Prepare for cold nights and strong sun\n- Carry a detailed offline route plan\n- Build buffer days into the schedule\n\nSave this checklist for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/western-sichuan-overland-camping-route/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-023","Vertical 2:3 checklist pin; use the article cover photo; short bullet list on a clean card; no people; no abstract art.",https://www.chinaboundtravel.com/posts/western-sichuan-overland-camping-route/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-023,NO,2026-09-02T01:00:00+00:00,2026-09-02T01:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-024,cbt-80f6c218ad94,western-sichuan-overland-camping-route,ig,visual,"Snow peaks, grassland campsites, and roads that seem to lead nowhere. Western Sichuan rewards travelers who plan ahead.\n\nSave this route guide for your overland dream.\n\nFull guide: https://www.chinaboundtravel.com/posts/western-sichuan-overland-camping-route/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-024\n\n#WesternSichuan #ChinaRoadTrip #Camping","Vertical 4:5 photo or 9:16 story frame; use the article cover photo; minimal text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/western-sichuan-overland-camping-route/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-024,NO,2026-08-31T00:30:00+00:00,2026-08-31T00:30:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-025,cbt-244822dc113b,china-extends-144-hour-visa-free-transit-policy-to-more-countries,pinterest,knowledge,"China Travel Policy Update: What International Travelers Should Know | Save this guide for a research-based summary of transit policy news and what to check before booking.\n\n- Why policy wording matters when planning\n- What to verify before you travel\n- How the editorial team tracks official announcements\n\nSave this for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/china-extends-144-hour-visa-free-transit-policy-to-more-countries/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-025","Vertical 2:3 pin graphic; use the article cover photo; clean readable text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/china-extends-144-hour-visa-free-transit-policy-to-more-countries/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-025,NO,2026-09-08T00:00:00+00:00,2026-09-08T00:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-026,cbt-244822dc113b,china-extends-144-hour-visa-free-transit-policy-to-more-countries,pinterest,tip,"China Travel Policy Checklist: Before You Book | Save this checklist for trip planning.\n\n- Confirm entry rules with official sources\n- Check passport validity early\n- Recheck transit rules before departure\n- Keep printed copies of key documents\n\nSave this checklist for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/china-extends-144-hour-visa-free-transit-policy-to-more-countries/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-026","Vertical 2:3 checklist pin; use the article cover photo; short bullet list on a clean card; no people; no abstract art.",https://www.chinaboundtravel.com/posts/china-extends-144-hour-visa-free-transit-policy-to-more-countries/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-026,NO,2026-09-03T01:00:00+00:00,2026-09-03T01:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-027,cbt-244822dc113b,china-extends-144-hour-visa-free-transit-policy-to-more-countries,ig,visual,"China travel rules can shift. Well-prepared travelers check official sources before they book, not after.\n\nSave this policy update guide for your planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/china-extends-144-hour-visa-free-transit-policy-to-more-countries/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-027\n\n#ChinaTravel #TravelPolicy #Planning","Vertical 4:5 photo or 9:16 story frame; use the article cover photo; minimal text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/china-extends-144-hour-visa-free-transit-policy-to-more-countries/?utm_source=ig&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-027,NO,2026-09-01T00:30:00+00:00,2026-09-01T00:30:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
soc-p32-028,cbt-707a8899c0a7,how-to-use-wechat-pay-as-a-foreigner,pinterest,knowledge,"Mobile Payments in China: A Practical Guide for International Visitors | Save this guide to understand what to prepare before your trip and how the process usually works.\n\n- What to set up before you land\n- How to approach your first payment\n- Where to find step-by-step guidance\n\nSave this for your China trip planning.\n\nFull guide: https://www.chinaboundtravel.com/posts/how-to-use-wechat-pay-as-a-foreigner/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-028","Vertical 2:3 pin graphic; use the article cover photo; clean readable text overlay; no people; no abstract art.",https://www.chinaboundtravel.com/posts/how-to-use-wechat-pay-as-a-foreigner/?utm_source=pinterest&utm_medium=social&utm_campaign=cbt_social_20260830&utm_content=soc-p32-028,NO,2026-09-09T00:00:00+00:00,2026-09-09T00:00:00+00:00,NULL,NULL,NULL,NULL,NULL,NULL,NOT_AVAILABLE,PENDING_APPROVAL
